"year","month","pco2atm","wind"
1990,2,354.092468261719,12.017524756784
1990,3,360.599792480469,8.6553024827446
1990,4,356.88037109375,7.45971081303338
1990,5,357.174621582031,5.56600527577323
1990,6,349.494873046875,6.10846154163737
1990,7,345.107604980469,6.54885347916699
1990,8,340.440093994141,5.80251282770322
1990,9,341.541687011719,7.82381543842134
1990,10,345.435913085938,9.05097548783249
1990,11,351.890869140625,8.15401226108316
1990,12,356.105651855469,9.85703633388395
1991,1,359.049011230469,9.07898368838486
1991,2,358.567657470703,7.27149302795314
1991,3,357.741729736328,6.66226627809532
1991,4,359.633209228516,8.27414082446688
1991,5,361.067687988281,6.57476966586501
1991,6,353.128448486328,7.29439005209056
1991,7,347.394226074219,5.94184779819696
1991,8,343.520080566406,5.42614555069181
1991,9,342.959777832031,6.1786680760221
1991,10,347.925750732422,7.6225894383663
1991,11,351.07470703125,9.4084242581599
1991,12,359.548370361328,7.77992233204389
1992,1,362.719909667969,7.63969838000513
1992,2,361.175689697266,7.162989188618
1992,3,358.362579345703,8.68367930627244
1992,4,358.100555419922,6.92202736888639
1992,5,358.892395019531,6.51990259876254
1992,6,353.974395751953,5.80315574324609
1992,7,346.410797119141,5.8232046062397
1992,8,339.599151611328,7.99399448633485
1992,9,343.840698242188,7.44044482391917
1992,10,347.781402587891,8.90889590898343
1992,11,353.411071777344,10.3075739584277
1992,12,357.163665771484,8.14635650712393
1993,1,359.348083496094,10.4946780858312
1993,2,363.596649169922,6.60484885801275
1993,3,361.547454833984,7.11091848964318
1993,4,357.652984619141,6.42986395895254
1993,5,357.878204345703,7.47963176052834
1993,6,354.642761230469,5.78262449417904
1993,7,347.509582519531,7.05522830409664
1993,8,343.985290527344,6.85148426073979
1993,9,342.47021484375,6.8302541579573
1993,10,348.849060058594,8.53704243161117
1993,11,355.870819091797,7.65027695763319
1993,12,353.477325439453,10.7022519678264
1994,1,356.746643066406,10.3610389974706
1994,2,358.885894775391,7.34575747066091
1994,3,360.370758056641,9.66035416186796
1994,4,359.723815917969,8.13828344204308
1994,5,359.304260253906,5.9926563585626
1994,6,357.451843261719,6.62742611356904
1994,7,350.227813720703,5.11823202046899
1994,8,343.618957519531,6.70002587394784
1994,9,344.069671630859,8.1771296535788
1994,10,350.369720458984,7.96964006821313
1994,11,356.551452636719,7.42680164949023
1994,12,358.895965576172,9.89911487944179
1995,1,359.101623535156,11.2838779482714
1995,2,358.603088378906,10.1005380987832
1995,3,360.323059082031,9.77407616506306
1995,4,363.249816894531,7.11404023142875
1995,5,361.477691650391,5.51126174148917
1995,6,358.486907958984,6.94659424166943
1995,7,350.716705322266,5.74625556806845
1995,8,346.492858886719,7.00382134175566
1995,9,345.750640869141,7.63110148487708
1995,10,353.803283691406,6.98766585106675
1995,11,357.579345703125,8.32982341834981
1995,12,361.219757080078,7.4436172693805
1996,1,361.329498291016,8.50691983754995
1996,2,362.611358642578,8.81911184659922
1996,3,365.42724609375,7.26080355512983
1996,4,365.529083251953,5.78349766666644
1996,5,363.351135253906,7.60809743188707
1996,6,363.320007324219,5.59113209106982
1996,7,356.266693115234,6.14009942178098
1996,8,349.198303222656,6.59589011469896
1996,9,351.479583740234,7.70883105311884
1996,10,355.710266113281,8.06862739101524
1996,11,357.191741943359,9.77546426236379
1996,12,362.073577880859,7.88197275877114
1997,1,367.198669433594,6.51080100606916
1997,2,365.030670166016,10.2788969659356
1997,3,368.028167724609,6.66711584255716
1997,4,367.711975097656,6.32298243470764
1997,5,364.257019042969,6.36917859506764
1997,6,358.738464355469,6.83798908069486
1997,7,355.311187744141,5.4615276397149
1997,8,348.460327148438,5.39090132795122
1997,9,351.375549316406,6.64159459459363
1997,10,355.820922851562,8.16477367296134
1997,11,357.292510986328,8.30289088308752
1997,12,362.84130859375,9.62312735820779
1998,1,365.423706054688,10.3198308638555
1998,2,368.965728759766,7.86298814585894
1998,3,368.154052734375,8.07462232404155
1998,4,362.155548095703,7.0931818722427
1998,5,366.583099365234,6.14127746507727
1998,6,362.056518554688,7.4118240977808
1998,7,355.493743896484,7.09774367683391
1998,8,352.260955810547,6.56516058768304
1998,9,351.277954101562,7.80864412035449
1998,10,357.857421875,10.4623040352727
1998,11,364.831024169922,8.22446962611635
1998,12,367.914978027344,9.55230068656168
1999,1,367.534790039062,9.88407200419323
1999,2,370.107360839844,9.19550213982715
1999,3,368.363555908203,6.37147741775094
1999,4,369.409271240234,6.94278718657375
1999,5,369.078460693359,6.77001838640257
1999,6,365.920623779297,6.3545832079991
1999,7,358.966766357422,6.46039886617117
1999,8,352.178802490234,5.72810707158112
1999,9,352.400512695312,7.36271678423739
1999,10,360.285430908203,9.01124947018368
1999,11,367.245513916016,9.37198085908009
1999,12,365.221954345703,11.0018967623883
2000,1,372.753845214844,8.98784646717479
2000,2,371.319152832031,9.49313267544379
2000,3,372.6611328125,7.76247754294062
2000,4,368.323883056641,6.60914198175153
2000,5,369.992584228516,6.70349826628716
2000,6,367.8349609375,6.09300438843527
2000,7,359.407867431641,6.0766352521033
2000,8,356.002777099609,5.10982520016173
2000,9,355.721527099609,7.48904977043853
2000,10,360.335113525391,9.5803143448869
2000,11,361.969696044922,10.5546223491882
2000,12,366.58154296875,10.0264670807739
2001,1,369.606750488281,8.67101256283428
2001,2,373.1767578125,7.96375570716349
2001,3,369.351470947266,7.36349347569009
2001,4,372.816925048828,7.97597782098082
2001,5,373.344360351562,7.20400710524273
2001,6,367.989807128906,6.12156313546181
2001,7,360.291412353516,5.84706221534043
2001,8,356.046325683594,6.33949174378306
2001,9,356.834503173828,8.35889146487889
2001,10,362.535278320312,9.28791974852962
2001,11,371.171783447266,8.35216084275059
2001,12,375.083435058594,8.95042741021047
2002,1,375.371948242188,8.94827332638992
2002,2,371.821258544922,11.7164180002536
2002,3,375.345458984375,7.28254534340694
2002,4,374.649627685547,7.29026712615406
2002,5,372.113250732422,7.37301954061501
2002,6,368.810668945312,6.11647780312764
2002,7,362.285003662109,6.73547310855057
2002,8,357.971588134766,4.94747775624078
2002,9,361.492340087891,6.86799905392993
2002,10,363.655456542969,8.66738015051415
2002,11,366.468200683594,8.21000617128674
2002,12,372.895050048828,8.37402834640022
2003,1,375.156524658203,9.45868683324784
2003,2,378.131378173828,7.55610608990915
2003,3,380.156677246094,6.4886260374003
2003,4,378.359436035156,7.0648746016092
2003,5,377.126861572266,6.43988107720321
2003,6,372.57763671875,5.22880188543963
2003,7,365.328216552734,5.72849548977316
2003,8,361.538299560547,5.535905237551
2003,9,363.614624023438,5.20932402738397
2003,10,367.400512695312,8.70911173824572
2003,11,372.427429199219,8.13827854838444
2003,12,376.585906982422,8.60657270359714
2004,1,374.969665527344,9.69073237301493
2004,2,380.635833740234,9.21497273736696
2004,3,381.47900390625,7.67775673044554
2004,4,378.673767089844,5.82177682293026
2004,5,378.880157470703,5.10198872937449
2004,6,375.314270019531,6.46268249328833
2004,7,367.762054443359,5.69587958057333
2004,8,360.454956054688,6.89834837305892
2004,9,365.033233642578,8.71486796542644
2004,10,367.385681152344,9.01383440888812
2004,11,377.026214599609,7.68035906376145
2004,12,378.700897216797,7.61170047324096
2005,1,380.838897705078,10.491395193162
2005,2,381.108062744141,8.47163153871334
2005,3,381.185546875,7.25775074342233
2005,4,380.930633544922,5.86974854063606
2005,5,381.317199707031,6.9375207444104
2005,6,378.216278076172,5.97625127369737
2005,7,369.613922119141,5.86762749121239
2005,8,366.070220947266,6.25738091706531
2005,9,366.978790283203,6.09688588994549
2005,10,371.576568603516,7.87758199703838
2005,11,376.491973876953,8.98661463756631
2005,12,380.580261230469,8.78860420308295
2006,1,385.567504882812,8.06909062833804
2006,2,383.971527099609,8.29832906116216
2006,3,382.745544433594,8.68037730436105
2006,4,384.232330322266,6.80974521388697
2006,5,382.925201416016,7.00321044457372
2006,6,381.777282714844,5.0418975171917
2006,7,374.056976318359,5.37913516396681
2006,8,365.424957275391,7.00522351780544
2006,9,366.917388916016,6.64454968618381
2006,10,371.730651855469,8.60535525466863
2006,11,378.243499755859,9.97496224304058
2006,12,383.653472900391,9.42091425829491
2007,1,384.088226318359,11.1476804858856
2007,2,381.985900878906,7.81481265136823
2007,3,385.108123779297,8.36045952111278
2007,4,387.633056640625,6.05073577319954
2007,5,381.610778808594,7.2520508367044
2007,6,378.070709228516,6.46709751745303
2007,7,370.802520751953,7.63685175113381
2007,8,367.354309082031,6.59735718799325
2007,9,371.417755126953,7.65254732941481
2007,10,378.729675292969,6.24453536567412
2007,11,382.246215820312,9.2587115622458
2007,12,385.8076171875,9.31289310665056
2008,1,385.363006591797,10.6778953107404
2008,2,390.010925292969,7.75802071098337
2008,3,383.926788330078,9.67321870255114
2008,4,386.469024658203,6.61062274989264
2008,5,386.983947753906,6.74069245626223
2008,6,382.978668212891,5.88618611133244
2008,7,374.682006835938,6.59491809655507
2008,8,369.245025634766,7.93619973832169
2008,9,373.336547851562,7.41143218186691
2008,10,377.66650390625,8.21608295503763
2008,11,381.856994628906,9.30825386677464
2008,12,386.898834228516,7.90444714124381
2009,1,386.869812011719,8.06392106578996
2009,2,388.684631347656,6.81975264656539
2009,3,388.492034912109,7.33817542927532
2009,4,388.250366210938,5.44462639251305
2009,5,389.064086914062,6.92600531211639
2009,6,384.318634033203,5.34721150303608
2009,7,374.452880859375,6.96588534094912
2009,8,370.271942138672,6.12528663257893
2009,9,374.918701171875,7.48032269840177
2009,10,380.065124511719,7.93076141252463
2009,11,379.610992431641,10.804756527783
2009,12,383.372650146484,9.09628567778465
2010,1,389.432830810547,7.37201016535409
2010,2,386.209503173828,8.09172701823325
2010,3,392.361267089844,7.39605051117504
2010,4,393.557678222656,5.83670915231866
2010,5,390.868713378906,5.97652496555105
2010,6,386.147064208984,5.46934598853693
2010,7,378.519256591797,4.89822553126945
2010,8,373.446197509766,7.66939036536961
2010,9,376.527160644531,7.12339459276352
2010,10,382.044464111328,8.73784588753797
2010,11,384.323516845703,8.39235271561006
2010,12,390.624389648438,8.12823915648595
2011,1,393.855926513672,8.35563270355416
2011,2,393.636047363281,8.32608604295858
2011,3,397.235473632812,6.37370452523812
2011,4,395.861938476562,6.09754678353551
2011,5,393.875579833984,6.64339341357919
2011,6,388.481750488281,6.90894712951507
2011,7,379.261749267578,6.72513572358862
2011,8,373.9833984375,6.63264981751464
2011,9,377.390960693359,7.65934065101805
2011,10,385.178466796875,8.36476931482336
2011,11,390.163360595703,7.66059039733805
2011,12,390.701232910156,11.3220401587104
2012,1,395.901885986328,9.16581866243026
2012,2,400.660400390625,7.88524679077238
2012,3,400.989044189453,5.5125286696509
2012,4,392.297729492188,7.08033228968735
2012,5,395.112152099609,6.38601122656435
2012,6,388.659973144531,7.33253814463914
2012,7,380.495056152344,6.12438828949732
2012,8,376.932006835938,6.14105931496396
2012,9,381.641784667969,7.46814771333814
2012,10,385.988037109375,7.78891064769636
2012,11,390.067840576172,8.58325645912609
2012,12,391.897583007812,9.64822729310816
2013,1,395.172668457031,8.16334711074481
2013,2,397.751953125,8.44200115451128
2013,3,395.994232177734,7.79182849976793
2013,4,399.06884765625,7.2146802135539
2013,5,396.416229248047,7.27838331204802
2013,6,394.765167236328,7.15785718374475
2013,7,387.951385498047,5.47718995604059
2013,8,382.26806640625,5.61451223083737
2013,9,383.077819824219,6.78467535697065
2013,10,387.279571533203,8.826723152632
2013,11,393.689361572266,8.69810387941851
2013,12,396.976257324219,9.92269965683345
2014,1,393.748229980469,10.1041342811628
2014,2,393.716186523438,10.9366713208994
2014,3,400.194488525391,6.78518199795121
2014,4,399.80615234375,5.92261840909984
2014,5,398.965789794922,6.073286228109
2014,6,395.874176025391,4.97122507426206
2014,7,386.545989990234,5.89481037635618
2014,8,380.968414306641,7.38247079418765
2014,9,385.221832275391,5.30676585298744
2014,10,388.285247802734,8.40843621537566
2014,11,392.207916259766,7.70648257498127
2014,12,399.477813720703,10.187372689044
2015,1,399.563385009766,9.8513425530355
2015,2,401.932739257812,8.04238173509884
2015,3,404.132568359375,8.31526644035671
2015,4,404.882690429688,6.37357848078571
2015,5,401.089569091797,7.20063206025552
2015,6,398.912170410156,6.60572436156306
2015,7,389.363342285156,7.04214808973715
2015,8,383.948669433594,6.39633234518682
2015,9,386.935852050781,7.64147872739406
2015,10,393.381500244141,6.77343024271719
2015,11,397.445190429688,10.6792475072128
2015,12,403.178039550781,10.7200012460993
2016,1,400.903442382812,10.3278691995123
2016,2,402.026794433594,9.40492532172581
2016,3,404.396911621094,7.89584071578998
2016,4,404.024871826172,6.97390223300718
2016,5,403.792236328125,6.41426609562467
2016,6,399.744812011719,6.05608480918342
2016,7,394.091735839844,6.03942434724986
2016,8,389.948425292969,6.75749388110534
2016,9,391.889739990234,6.30916395991778
2016,10,399.869995117188,7.02287834039193
2016,11,401.5068359375,8.62414326128387
2016,12,409.862091064453,7.48811872304679
2017,1,409.853485107422,7.42630135121169
2017,2,407.616241455078,8.41542441855093
2017,3,408.355499267578,7.87375298305676
2017,4,410.948638916016,5.98721664524148
2017,5,407.924041748047,6.21158543282456
2017,6,402.443542480469,6.61718631725947
2017,7,395.398559570312,6.32188495357557
2017,8,390.730072021484,5.75349714190628
2017,9,390.859069824219,7.03804605538116
2017,10,398.926330566406,9.31324960622061
2017,11,403.252197265625,8.5571725034959
2017,12,405.400848388672,9.34002806981385
2018,1,406.730072021484,9.66392766207741
2018,2,411.216339111328,8.81752726178705
2018,3,406.482818603516,7.73328927726514
2018,4,409.660491943359,6.43188696867572
2018,5,410.887481689453,5.75051885822433
2018,6,407.372406005859,6.44287050924493
2018,7,399.389129638672,5.11580815337625
2018,8,393.737426757812,6.03260912522211
2018,9,396.661895751953,7.3038029767091
2018,10,401.409851074219,7.4739445038951
2018,11,404.933837890625,9.02089168740433
2018,12,409.574279785156,8.83670627485792
2019,1,411.660827636719,8.65322825409796
2019,2,414.474090576172,7.48473228969406
2019,3,412.932250976562,8.68449230926238
2019,4,412.315582275391,6.71313718864818
2019,5,411.847839355469,5.81008804899145
2019,6,406.542877197266,6.14352701506564
2019,7,399.407257080078,5.38824699680716
2019,8,393.710388183594,6.93959595681518
2019,9,397.192443847656,7.90343727500955
2019,10,401.143402099609,8.52038962145369
2019,11,402.431121826172,8.24476049194194
2019,12,409.011535644531,9.42350474138951
2020,1,414.222015380859,8.92530145371997
2020,2,415.379516601562,11.8092888149503
2020,3,415.829071044922,9.37228291615448
2020,4,415.691070556641,6.17881652205383
2020,5,415.017425537109,6.51648366749835
2020,6,411.238861083984,6.37004822164518
2020,7,404.036437988281,6.38787226378859
2020,8,398.822570800781,6.37747776824273
2020,9,400.873565673828,7.53728974331164
2020,10,406.131164550781,9.71760196408233
2020,11,410.505645751953,8.35972890296973
2020,12,414.280975341797,8.8685746954421
